Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,Score
c7cc4b98-b373-48c1-bede-d2c81470f4cc,601039,Landing Page Submission,Google,No,No,1,4.0,719,4.0,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Mumbai,,,,,No,No,SMS Sent,72.0
b7c97d7a-10e4-45fa-ba15-58e2b610b2b8,639704,Landing Page Submission,Google,No,No,0,4.0,329,4.0,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,13.0,19.0,No,No,Email Opened,72.0
498ba960-4e52-11e6-96be-22000aa8e760,647980,Lead Import,Facebook,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Other Cities,02.Medium,02.Medium,15.0,13.0,No,No,SMS Sent,72.0
1bef3a7d-c7bb-40da-bf8e-a25c8b1b557f,600639,Landing Page Submission,Google,No,No,1,9.0,1475,3.0,Email Opened,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Email Opened,72.0
d0be0023-2511-4621-8a66-972bf64cfa35,582244,Landing Page Submission,Direct Traffic,No,No,1,3.0,1513,3.0,Email Opened,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,Yes,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,15.0,18.0,No,No,Modified,72.0
2f9dac66-52ae-4c93-a955-a37b6232c6ea,594796,API,Organic Search,No,No,1,8.0,257,4.0,Email Opened,India,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Mumbai,,,,,No,Yes,Email Opened,71.0
a8e5b4e5-7e56-4957-87ac-77cb0dbe936e,598042,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,Email Opened,71.0
3e03ad49-784e-430a-908d-abb7b4e9dfc7,586678,Lead Add Form,,No,No,1,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15.0,16.0,No,No,Modified,71.0
af964fca-a43b-4aad-bfba-e70f12b88505,643946,API,Google,No,No,1,4.0,1245,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Potential Lead,Select,02.Medium,02.Medium,15.0,16.0,No,No,SMS Sent,71.0
5330a7d1-2f2b-4df4-85d6-64ca2f6b95b9,579538,Landing Page Submission,Google,No,No,1,3.0,499,3.0,SMS Sent,India,Human Resource Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,02.Medium,02.Medium,15.0,16.0,No,No,SMS Sent,71.0
4feef19d-6a2f-4499-a081-c5762145de04,644087,Landing Page Submission,Google,Yes,No,1,5.0,777,5.0,Page Visited on Website,India,Business Administration,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,Page Visited on Website,71.0
281ff4ad-d7a7-4abf-ba7e-29e5c63cea4d,648231,Landing Page Submission,Google,No,No,1,5.0,1417,5.0,SMS Sent,India,Select,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,No,SMS Sent,71.0
da98bba6-75ba-4ccc-9363-762f061870cf,589558,Landing Page Submission,Google,No,No,1,5.0,1255,2.5,Email Received,India,Marketing Management,Advertisements,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified,71.0
d1b1a897-16d8-4092-a72f-46c3ed1c0066,583845,API,Organic Search,No,No,0,5.0,903,5.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified,71.0
20969118-04f7-44e1-a8d1-9c3ab5361d33,606982,Landing Page Submission,Direct Traffic,No,No,1,2.0,1628,2.0,Email Opened,India,Human Resource Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Mumbai,,,,,No,No,Email Opened,71.0
27c0d7e2-45c0-431d-bd9c-c9c4854c02b5,584347,API,Olark Chat,Yes,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,SMS Sent,71.0
35a60e02-0d64-431a-9b28-c3167a382503,624815,Landing Page Submission,bing,No,No,1,3.0,399,3.0,SMS Sent,India,Media and Advertising,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Mumbai,,,,,No,No,SMS Sent,71.0
8cb3a5c7-1bde-40da-b915-55528ffcaccf,627749,Landing Page Submission,Organic Search,No,No,0,3.0,599,3.0,SMS Sent,India,Retail Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,,,,,No,Yes,SMS Sent,71.0
d95f0584-4e20-4ad1-b3af-7b8dacb4aa23,653580,Landing Page Submission,Direct Traffic,No,No,1,4.0,1588,4.0,Email Opened,United Kingdom,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Other Cities of Maharashtra,01.High,01.High,16.0,17.0,No,Yes,Email Opened,70.0
e9adfebe-b980-4239-8e11-14f91fd07f92,613102,API,Olark Chat,Yes,No,0,0.0,0,0.0,SMS Sent,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,SMS Sent,70.0
16041fd6-5e14-4fbd-9396-82ae11a4a505,645355,Landing Page Submission,Google,No,No,1,2.0,861,2.0,SMS Sent,India,Finance Management,Online Search,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Still Thinking,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,No,SMS Sent,70.0
a956d879-09eb-4a7b-a991-27ccb5726f95,642543,Landing Page Submission,Organic Search,No,No,1,4.0,562,4.0,SMS Sent,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Metro Cities,02.Medium,02.Medium,14.0,14.0,No,Yes,SMS Sent,70.0
f755761c-1c67-43c6-b206-b531ba0ebdf0,594523,Landing Page Submission,Google,No,No,1,4.0,752,4.0,Email Opened,India,Finance Management,Multiple Sources,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Leads,Mumbai,03.Low,02.Medium,12.0,15.0,No,No,Email Opened,70.0
3126fae7-18eb-41c9-96d9-f485806de032,649378,Landing Page Submission,Organic Search,Yes,No,1,8.0,1485,4.0,Unsubscribed,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,Yes,Unsubscribed,70.0
e1cfffd0-b355-422a-a387-731e7a5911c2,610485,Landing Page Submission,Google,Yes,No,1,3.0,922,3.0,SMS Sent,India,Supply Chain Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Metro Cities,,,,,No,No,SMS Sent,70.0
d7e939fb-2e60-4293-a0c8-d0202db10096,658546,Landing Page Submission,Organic Search,No,No,1,12.0,1411,6.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities,01.High,02.Medium,16.0,16.0,No,Yes,Email Opened,70.0
0c458843-3969-479a-973d-4e2aee60bf94,636899,API,Google,No,No,1,2.0,779,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,03.Low,02.Medium,11.0,15.0,No,No,SMS Sent,70.0
edbf6c16-fa3a-44d5-9994-dd32875c430a,642628,Landing Page Submission,Direct Traffic,No,No,1,2.0,811,2.0,Email Opened,India,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,No,Yes,Email Opened,70.0
be26ddd0-9ca8-4893-841f-1576d7be6969,594961,API,Organic Search,No,No,1,4.0,763,2.0,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Select,,,,,No,No,SMS Sent,70.0
63ab1f3d-2ab7-4cea-b42f-a8120642df4f,638184,API,Google,No,No,1,6.0,1134,6.0,Page Visited on Website,India,Marketing Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Leads,Mumbai,01.High,02.Medium,16.0,16.0,No,No,Modified,70.0
06e82840-78ce-4e7d-9076-cc7d2c2211d2,629531,Landing Page Submission,Google,No,No,0,6.0,268,6.0,SMS Sent,India,Marketing Management,Other,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,SMS Sent,69.0
ea6079bc-695d-4cef-857d-755cf25d10e6,616614,API,Organic Search,No,No,1,5.0,1229,2.5,SMS Sent,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,SMS Sent,69.0
9c1993f3-4ba7-4c30-86b9-2987ee8c6501,619228,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Thane & Outskirts,,,,,No,No,SMS Sent,69.0
9a0a3dcc-6e20-4f73-ae6e-61f767148b80,593555,API,Google,No,No,1,2.0,28,2.0,Email Link Clicked,India,Hospitality Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Leads,Mumbai,,,,,No,No,Email Link Clicked,69.0
5546a107-08cf-49e0-bf76-57434c4eb681,619366,Landing Page Submission,Google,No,No,1,3.0,1039,1.5,SMS Sent,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,69.0
f09f07bf-b8d9-4e88-9c8d-b83202507103,587094,API,Organic Search,No,No,1,6.0,147,6.0,Email Opened,,Select,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Email Opened,69.0
7664d14a-55c0-4b31-8b68-8f3c92b1347d,622093,Landing Page Submission,Google,No,No,1,4.0,1179,2.0,Email Opened,India,International Business,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Thane & Outskirts,,,,,No,No,Email Opened,69.0
d98668d1-c029-4846-ba57-34b0f43c233e,585535,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Might be,No,No,Potential Lead,Select,02.Medium,02.Medium,15.0,16.0,No,No,Modified,69.0
bd36643e-9933-47a2-868c-a8577d19e0ea,589146,API,Organic Search,Yes,No,1,13.0,1334,6.5,SMS Sent,India,Healthcare Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Other Metro Cities,01.High,03.Low,16.0,11.0,No,Yes,SMS Sent,69.0
635caffb-d1fe-4a3f-9882-7ef45a8c8c14,656259,Landing Page Submission,Organic Search,No,No,1,5.0,1102,5.0,Email Opened,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened,69.0
0414d265-adc6-4c18-af8f-4bdd0ed44584,600528,Landing Page Submission,Google,No,No,1,8.0,422,1.6,SMS Sent,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities,,,,,No,No,SMS Sent,69.0
3e889070-5d1f-477b-bbcd-4b1cc44c9b36,585761,API,Google,No,No,1,8.0,1198,2.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,Select,Mumbai,,,,,No,Yes,Modified,69.0
33409cc3-373e-43c4-bf60-db536e69038e,632629,Landing Page Submission,Direct Traffic,No,No,1,7.0,1273,7.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,69.0
ddb3b76d-974f-423b-9b63-62f7e3639e41,581214,Landing Page Submission,Direct Traffic,No,No,1,3.0,382,3.0,SMS Sent,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities,02.Medium,01.High,14.0,17.0,No,Yes,SMS Sent,68.0
7679698d-06d1-4d0d-8d2a-2754786e47cd,595759,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Email Opened,68.0
8094f8d6-110a-44e8-b6b6-1ce6491a1d50,645810,API,Olark Chat,No,No,1,7.0,1186,2.33,Page Visited on Website,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Cities,02.Medium,02.Medium,15.0,15.0,No,No,Page Visited on Website,68.0
e39e0d7a-5c51-42fc-877a-b1a3ad35bb80,603680,Landing Page Submission,Direct Traffic,No,No,1,3.0,880,3.0,Email Link Clicked,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Other Cities,,,,,No,Yes,Email Link Clicked,68.0
76aa662e-72e1-49ad-b27d-17071ff3dd4b,619428,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,SMS Sent,68.0
9f27df1d-8059-45d0-9dc6-cd966ba7e2b2,652725,Landing Page Submission,Direct Traffic,No,No,0,2.0,1613,2.0,SMS Sent,India,Supply Chain Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,SMS Sent,68.0
016fa193-dd06-4cc1-94d2-413dabda57d8,580013,Landing Page Submission,Google,No,No,0,5.0,72,1.67,Email Opened,India,Human Resource Management,Online Search,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,No,Modified,68.0
55526654-391d-4b55-b812-40b72920a6e7,643228,Landing Page Submission,Google,No,No,1,3.0,949,3.0,Email Opened,India,Marketing Management,Email,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Email Opened,68.0
eeb72051-d35b-46b4-9a19-1514bd0ef0f6,611790,Landing Page Submission,Google,No,No,1,3.0,1033,3.0,SMS Sent,India,"Banking, Investment And Insurance",SMS,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Other Leads,Mumbai,,,,,No,No,SMS Sent,68.0
b3be463c-367f-42df-8903-97c28f719eef,636443,Landing Page Submission,Google,No,No,1,18.0,874,3.6,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,Select,Mumbai,01.High,01.High,16.0,18.0,No,Yes,Email Opened,68.0
08db8839-3c50-4923-b968-d162b997e5b6,594858,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Leads,Other Cities,01.High,02.Medium,16.0,13.0,No,No,Email Opened,68.0
2def8175-7a88-405a-a932-669cacf60230,660087,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,15.0,16.0,No,No,Modified,68.0
0033009e-57b0-46c7-b84d-2027ce70f1cd,630603,API,Google,No,No,1,8.0,1054,2.67,Email Opened,India,Rural and Agribusiness,Student of SomeSchool,,,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,,Other Cities of Maharashtra,,,,,No,No,Modified,68.0
5c053839-badf-4681-9dc8-2c65171ebcec,630779,Lead Add Form,Reference,No,No,1,,1995,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,,,,,No,No,Modified,67.0
5838c43b-1dad-45ec-b46a-02db261d44b6,659480,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Modified,67.0
05dadf73-e77d-4a00-8745-4c08ccd7378e,608106,Landing Page Submission,Google,No,No,1,4.0,1375,4.0,SMS Sent,India,IT Projects Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Other Leads,Mumbai,,,,,No,No,SMS Sent,67.0
121a8c8e-3b13-4cb1-9545-11531bda8a9c,642510,Landing Page Submission,Organic Search,No,No,1,3.0,534,1.5,Email Opened,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,13.0,17.0,No,No,Email Opened,67.0
bb8c7d9e-587e-4bb7-9836-f48c42a787a3,590302,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,01.High,02.Medium,16.0,15.0,No,No,Modified,67.0
66929451-6ba4-4df7-801d-542ca5601d88,602831,API,Olark Chat,Yes,No,0,0.0,0,0.0,SMS Sent,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,SMS Sent,67.0
2017c47d-9675-4cd8-84f3-479c992ab463,615453,API,Organic Search,No,No,1,3.0,1757,1.5,SMS Sent,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,SMS Sent,67.0
a24f4b65-8a20-451b-a644-f2cbd2cfed97,641858,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15.0,15.0,No,No,SMS Sent,67.0
84bec27c-7b3e-4012-91e1-4aadb5a58c7a,643401,Lead Add Form,Welingak Website,No,No,0,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,03.Low,02.Medium,11.0,15.0,No,No,Modified,67.0
498bb7dd-4e52-11e6-96be-22000aa8e760,647990,Lead Import,Facebook,No,No,1,,1542,,Email Bounced,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,02.Medium,14.0,15.0,No,No,Modified,67.0
14e52c91-f6c2-4b1f-b3ae-1f4afbc49097,590298,Landing Page Submission,Direct Traffic,No,No,1,2.0,1522,2.0,Email Opened,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,Select,Mumbai,02.Medium,01.High,14.0,17.0,No,Yes,Modified,67.0
5b24949a-7c68-4437-9222-4535938d7b9b,603809,Landing Page Submission,Direct Traffic,No,No,1,2.0,311,2.0,Email Opened,India,E-Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Modified,66.0
17215682-0ea9-4826-a9b4-6478518077c1,620193,Landing Page Submission,Google,No,No,0,5.0,588,5.0,SMS Sent,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Thane & Outskirts,,,,,No,No,SMS Sent,66.0
cb0a4849-7db8-4b12-99ad-a273d3e4634d,628421,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,Email Opened,66.0
ce725c59-d4d8-4340-a0f6-6990a8871ce5,580323,Landing Page Submission,Direct Traffic,No,No,1,2.0,1249,2.0,Email Opened,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Not Sure,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,02.Medium,14.0,16.0,No,Yes,Modified,66.0
d522a3d3-f0c6-4075-b802-79bee9ef91c7,619676,Landing Page Submission,Direct Traffic,No,No,1,8.0,489,8.0,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,66.0
3ba8e7b9-98ff-45be-98a6-88a3844aa9b0,598916,Landing Page Submission,Direct Traffic,No,No,1,3.0,135,1.5,SMS Sent,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Metro Cities,,,,,No,Yes,SMS Sent,66.0
340612a5-9297-44b5-98d0-f58ecb189aed,645308,Landing Page Submission,Google,No,No,1,3.0,423,3.0,SMS Sent,India,Business Administration,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,SMS Sent,66.0
89cc2d0a-46a4-48c6-a8c3-486e7f6b5716,612160,Landing Page Submission,Google,Yes,No,1,6.0,1047,6.0,SMS Sent,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Thane & Outskirts,,,,,No,No,SMS Sent,66.0
6be73ad7-525d-11e6-96be-22000aa8e760,654173,Lead Import,Facebook,No,No,1,,844,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,02.Medium,14.0,15.0,No,No,Modified,66.0
ee27f5dc-53a4-420d-8d0f-c68b76fe2bb0,587309,Landing Page Submission,Organic Search,No,No,1,10.0,1250,10.0,SMS Sent,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Other Cities of Maharashtra,01.High,01.High,16.0,17.0,No,Yes,SMS Sent,66.0
dd461e03-4da8-4e85-8eb1-a1f59249598b,589653,Landing Page Submission,Google,No,No,1,4.0,1483,4.0,Page Visited on Website,India,Operations Management,Advertisements,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,01.High,01.High,16.0,18.0,No,No,Modified,65.0
770d256b-7d88-480e-9c1a-4b790412db06,598210,API,Direct Traffic,No,No,1,11.0,1411,1.38,Email Opened,India,Human Resource Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Not Sure,No,No,Potential Lead,Select,02.Medium,02.Medium,14.0,16.0,No,No,Email Opened,65.0
984edf60-b0d6-4909-afe5-201ace5ef839,641441,Lead Add Form,Click2call,No,No,1,15.0,1108,3.0,Email Opened,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Thane & Outskirts,02.Medium,01.High,15.0,17.0,No,No,Email Opened,65.0
9fb703d7-7270-4c7a-9d6a-fb18a232ee35,587586,Landing Page Submission,Organic Search,No,No,1,14.0,1822,7.0,SMS Sent,India,International Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Mumbai,01.High,01.High,16.0,18.0,No,Yes,SMS Sent,65.0
bf3c643a-8374-41f3-a363-c4f11d2b9846,646003,Landing Page Submission,Google,No,No,0,4.0,113,4.0,SMS Sent,India,"Banking, Investment And Insurance",Student of SomeSchool,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,No,SMS Sent,65.0
a5cd90cf-911c-4f23-b73c-f3c67f5a27ef,606653,Landing Page Submission,Direct Traffic,No,No,1,4.0,901,4.0,SMS Sent,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities,,,,,No,Yes,SMS Sent,65.0
3952add0-c738-4302-b16d-7b53f944d533,597925,Landing Page Submission,Direct Traffic,No,No,1,2.0,64,2.0,SMS Sent,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,65.0
7a35e17e-9f9b-4a0a-ade5-cc1c3f47ead9,652824,Landing Page Submission,Organic Search,No,No,1,8.0,248,8.0,Converted to Lead,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities,02.Medium,01.High,15.0,17.0,No,Yes,Modified,65.0
68481952-12e9-49ec-a3f1-07cae6ac740f,608001,Landing Page Submission,Direct Traffic,No,No,1,2.0,1017,2.0,SMS Sent,India,Human Resource Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,,,,,No,Yes,SMS Sent,64.0
