Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
b8750b59-b9f6-4414-806c-19dc64110dc8,589696,Landing Page Submission,Google,No,No,1,10.0,516,10.0,Email Link Clicked,India,"Banking, Investment And Insurance",Online Search,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,01.High,01.High,16.0,18.0,No,No,Email Link Clicked
618dfce9-41eb-4f79-a48a-f7d53e20d7d0,632435,Landing Page Submission,Google,No,No,1,5.0,129,2.5,Form Submitted on Website,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,,,,,No,No,Modified
9b72f990-22a8-4460-a1e9-cc5c10c5106d,630193,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified
8051c7c4-9cb5-43da-ab91-e721102ce3c0,604797,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified
e40f599f-ce88-40aa-901c-5af6be0f7ab8,588838,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14.0,15.0,No,No,Modified
b250f92d-dff2-4639-8b71-ea9e73cdc518,650258,Landing Page Submission,Google,No,No,1,2.0,1704,2.0,Form Submitted on Website,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Modified
c84f368b-4b13-4091-8ce5-98c219556e63,631642,Lead Add Form,Reference,No,No,1,,1182,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Select,Select,,,,,No,No,Modified
b1a2b125-9585-480d-a2de-7d477128dd6a,599435,Landing Page Submission,Direct Traffic,No,No,0,1.0,335,1.0,Converted to Lead,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Mumbai,,,,,No,Yes,Modified
27ab2410-91fe-4a0d-9a68-05269e3ebbb7,629334,Landing Page Submission,Organic Search,No,No,0,10.0,57,10.0,Email Opened,India,Hospitality Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,,,,,No,Yes,Email Opened
aecb7378-6579-4e44-ab5f-e4f17c249e1a,615500,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,Select,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Select,,,,,No,No,Modified
52a77da8-9cc3-4c1a-96dd-e00fc9370a65,594387,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,03.Low,02.Medium,12.0,15.0,No,No,Email Opened
7d71dc29-8305-4e2b-b503-c67aa42caa11,651060,Landing Page Submission,Google,No,No,0,5.0,120,5.0,Unreachable,India,Retail Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Modified
f81b1049-f16c-411c-b995-abb55c100763,615193,Landing Page Submission,Google,No,No,1,2.0,1585,2.0,SMS Sent,India,Human Resource Management,Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,SMS Sent
25f06e4f-6563-44e7-a246-dd3ed0428e5d,604199,Landing Page Submission,Google,No,No,1,14.0,1442,2.8,Olark Chat Conversation,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,01.High,01.High,16.0,20.0,No,Yes,Olark Chat Conversation
f7882cf0-5c85-4212-9644-6a8d11ece2ab,609859,Landing Page Submission,Direct Traffic,No,No,1,3.0,1364,1.5,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Other Cities of Maharashtra,,,,,No,Yes,SMS Sent
7ec55e1d-0868-4812-99ed-474f03ed35e8,604134,Lead Add Form,,Yes,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Select,Select,,,,,No,No,SMS Sent
87c33b0f-1d0b-4795-a4ce-b3d0495cc2ce,592449,API,Google,No,No,0,2.0,1627,2.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified
b812f00c-e513-4349-b701-3618758a8fe3,653987,API,Referral Sites,No,No,0,3.0,116,3.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14.0,13.0,No,No,Email Opened
f66fc21b-621d-4dad-a984-dcd0d480da76,644900,Landing Page Submission,Google,No,No,1,6.0,1681,6.0,Email Opened,India,International Business,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,No,Email Opened
79a4dcc4-2073-45a3-9f3e-1f75a8888b41,582525,Landing Page Submission,Organic Search,No,No,0,8.0,327,2.67,SMS Sent,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,wrong number given,Not Sure,No,No,Select,Other Metro Cities,02.Medium,02.Medium,13.0,14.0,No,Yes,SMS Sent
d69a78af-6aea-47bd-b7a0-49359b87a50c,591340,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Email Opened
5eaca981-b659-4afa-aea1-27615a4feeb1,596654,API,Organic Search,No,No,1,3.0,235,1.5,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,Select,Select,,,,,No,No,Modified
21fc5924-e4d6-4b98-abf0-0832c49697cd,584607,Landing Page Submission,Direct Traffic,No,No,0,7.0,86,1.75,Page Visited on Website,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Page Visited on Website
5352d860-380c-40aa-a8ac-9d04d4d8c903,618270,Landing Page Submission,Google,No,No,0,6.0,197,3.0,Form Submitted on Website,India,E-Business,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,,,,,No,No,Modified
dc8d1b8a-0b55-4444-8683-079eefeaac2e,602690,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified
b486ea9d-3474-4785-9179-4e6b6690563f,584774,Landing Page Submission,Google,No,No,1,7.0,1721,3.5,SMS Sent,India,Business Administration,Online Search,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,SMS Sent
7b851fd2-127b-4f1a-855c-213063d09ae7,582309,Landing Page Submission,Direct Traffic,No,No,0,4.0,455,2.0,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,14.0,19.0,No,Yes,SMS Sent
e72d8dd9-e2ba-4cd4-8daa-1a7f6ce85c9e,592728,Landing Page Submission,Organic Search,Yes,No,0,15.0,239,3.75,Page Visited on Website,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Not Sure,No,No,Other Leads,Thane & Outskirts,01.High,02.Medium,17.0,14.0,No,Yes,Modified
dbde2e43-1195-4234-b77f-220877a068df,593865,Landing Page Submission,Organic Search,No,No,0,3.0,504,3.0,Converted to Lead,India,Select,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified
f61f2ef5-a46c-4720-b213-ecaec46a8730,636515,Landing Page Submission,Google,No,No,1,4.0,866,4.0,SMS Sent,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,No,SMS Sent
590289b2-7460-4c2d-971e-e7b1da617ae1,600091,Landing Page Submission,Direct Traffic,No,No,0,4.0,77,2.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,number not provided,Might be,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent
6011ef84-855a-46a9-839d-577f9f5cc2be,589789,Landing Page Submission,Organic Search,No,No,1,11.0,1203,1.57,Page Visited on Website,India,Finance Management,Student of SomeSchool,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Thane & Outskirts,01.High,01.High,16.0,17.0,No,No,Modified
70d2b284-1383-4bf8-b35a-8e9847966234,614828,Landing Page Submission,Google,No,No,0,5.0,220,5.0,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,wrong number given,,No,No,Select,Mumbai,,,,,No,No,Email Opened
01a82199-7cbe-4a4b-a396-b517d0328358,619142,Landing Page Submission,Google,No,No,0,4.0,217,4.0,SMS Sent,India,Operations Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Thane & Outskirts,,,,,No,No,SMS Sent
93ffe77d-4c41-4a51-bbbd-8d303f68b493,583789,Landing Page Submission,Direct Traffic,No,No,1,4.0,141,4.0,Olark Chat Conversation,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,01.High,01.High,16.0,18.0,No,No,Modified
bfcd0b21-4024-4078-b1f5-a98ab9978222,612877,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified
8d5dd217-94be-457d-a4d7-9132f7d999ad,631831,Landing Page Submission,Google,No,No,0,5.0,993,5.0,Email Opened,India,Travel and Tourism,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Select,Mumbai,,,,,No,No,Modified
48ef69a5-c666-4e43-932f-2ca404e5252d,655719,Landing Page Submission,Direct Traffic,No,No,0,2.0,398,2.0,Email Opened,Qatar,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Other Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,Email Opened
c347a50a-0970-44d0-ab53-9a92a39516b9,636687,Landing Page Submission,Google,No,No,0,5.0,7,2.5,Page Visited on Website,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Modified
53744d5a-0483-42c0-80b0-8990a4d2356d,621166,Landing Page Submission,Google,No,No,0,2.0,111,2.0,Email Opened,India,Select,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Mumbai,,,,,No,No,Email Opened
c15d039c-559c-4e9a-890d-74b08d62dff7,638377,Landing Page Submission,Direct Traffic,No,No,0,3.0,1359,3.0,Page Visited on Website,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Other Leads,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Modified
25582744-b766-4588-8587-8f14c6da2f30,642798,API,Google,No,No,1,2.0,1734,2.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified
be87cf8a-c270-4523-b680-1bafcf5a1162,628025,API,Google,No,No,1,2.0,1486,1.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,Email Opened
748303d9-d4b6-454e-9e1e-eee96bfe1e18,583471,Landing Page Submission,Google,No,No,0,1.0,456,1.0,Converted to Lead,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Modified
0e02a333-111e-4527-890d-c5b5ddb211bf,615722,Landing Page Submission,Direct Traffic,No,No,0,2.0,201,2.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Select,Thane & Outskirts,,,,,No,Yes,Email Opened
e8950460-899c-434f-9a69-3b01e3e4b94c,659463,API,Google,No,No,1,5.0,1196,5.0,Page Visited on Website,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Modified
6dd8b04a-2e3e-43e1-8cab-22f6a4dd9f58,591786,Landing Page Submission,Direct Traffic,No,No,1,4.0,475,4.0,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,Yes,SMS Sent
871f12e4-5e0e-4f4a-bdde-32e1eca32657,647449,Landing Page Submission,Organic Search,No,No,1,4.0,1558,4.0,Email Opened,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Metro Cities,02.Medium,01.High,14.0,17.0,No,No,Email Opened
7ad2d526-b404-45ee-89f8-6839aacd70cd,586705,Landing Page Submission,Direct Traffic,No,No,0,5.0,56,2.5,Page Visited on Website,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Other Cities,02.Medium,02.Medium,13.0,16.0,No,Yes,Page Visited on Website
9cc1308a-5852-4862-ae67-f29cc9ad1538,629519,Landing Page Submission,Direct Traffic,No,No,0,2.0,378,2.0,Email Opened,India,Services Excellence,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,,,,,No,Yes,Email Opened
bcaed21b-1b09-4b4b-a07c-23eca948e0dc,581045,Landing Page Submission,Direct Traffic,No,No,1,7.0,1346,7.0,Email Opened,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Metro Cities,02.Medium,01.High,14.0,18.0,No,No,Email Opened
bebceef1-2bda-4f52-b820-7f1b1fcfd5c2,595620,Lead Add Form,Welingak Website,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,SMS Sent
10ca3dd1-c5c9-4352-9ccf-e20e6c63f3b9,592556,Landing Page Submission,Google,No,No,0,4.0,173,4.0,Olark Chat Conversation,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified
54659093-4250-48e0-b3fa-586cdff1156c,580388,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
ed63287d-3420-47ab-bb29-340789d77240,597749,Landing Page Submission,Organic Search,Yes,No,0,11.0,319,11.0,Email Bounced,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Worst,No,No,Other Leads,Other Metro Cities,,,,,No,No,Modified
ea7e2a1e-be23-4050-b1f3-996ac151a5c8,650612,Landing Page Submission,Google,No,No,0,2.0,250,2.0,Had a Phone Conversation,India,Marketing Management,Other,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,02.Medium,01.High,13.0,17.0,No,No,Had a Phone Conversation
6dbf1011-4366-419c-b323-c29159634871,646199,API,Google,No,No,1,3.0,1117,1.5,Email Opened,India,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
615e2bfd-f3c7-4de7-87a7-5d242648d038,593891,API,Organic Search,No,No,1,5.0,1135,2.5,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Low in Relevance,No,No,Other Leads,Other Cities,,,,,No,No,Email Opened
3f561040-bd78-4d28-9487-0f4d4020467e,630706,API,Organic Search,No,No,1,4.0,266,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,SMS Sent
ec259d95-0fd7-4b7b-a19b-bda3d6248bb9,582730,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Email Opened
81666744-c8ed-4da7-9466-09fa71aa4445,592657,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Select,01.High,02.Medium,16.0,14.0,No,No,Modified
23dd475f-788d-40a7-a566-ea68375afb38,597458,Landing Page Submission,Direct Traffic,No,No,1,4.0,1119,4.0,SMS Sent,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,,,,,No,No,SMS Sent
9a0e71e6-1a87-4f52-92fd-178327f40dcf,632869,Landing Page Submission,Organic Search,No,No,0,7.0,481,2.33,Email Opened,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,opp hangup,Not Sure,No,No,Select,Mumbai,,,,,No,Yes,Email Opened
26c2d5c8-ca85-45d3-aa21-0ff1a041b945,645350,API,Google,No,No,1,2.0,640,1.0,Email Opened,India,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Email Opened
bb37fb7e-7955-4350-a420-d7f9a9b1b8d2,627983,Landing Page Submission,Google,No,No,0,5.0,245,2.5,Email Link Clicked,India,Supply Chain Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Email Link Clicked
89f3bcca-38ab-4ba9-bd37-0c302be3f164,658612,API,Google,No,No,0,1.0,164,1.0,Converted to Lead,India,,,,,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,,,02.Medium,02.Medium,14.0,15.0,No,No,Modified
3c225062-8d66-4871-832d-bd7d4561b87a,598251,Landing Page Submission,Google,No,No,0,7.0,202,7.0,Page Visited on Website,India,Operations Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),,No,No,Select,Thane & Outskirts,,,,,No,No,Modified
65b38b58-d76f-4269-a194-d8e7c39eee59,580407,Landing Page Submission,Organic Search,No,No,0,9.0,82,9.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Potential Lead,Mumbai,03.Low,01.High,10.0,20.0,No,Yes,Email Opened
f0896069-e3de-4d14-adee-b0e7e199be27,588381,Landing Page Submission,Google,No,No,0,2.0,63,2.0,Page Visited on Website,India,Select,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified
6332f20a-2863-401f-a0cf-7ac171d026e5,604532,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,93,2.0,Page Visited on Website,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Select,Tier II Cities,,,,,No,Yes,Modified
494ce0db-62dd-4dfc-84a9-47c302670d30,597621,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified
59996c52-d485-48c6-9777-d8deaec1e4ab,634047,Lead Add Form,Reference,No,No,1,,1721,,,,Operations Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Might be,No,No,Potential Lead,Select,,,,,No,No,Modified
f7022da7-ab0e-4272-8597-a324f872be71,594671,Landing Page Submission,Direct Traffic,No,No,0,1.0,290,1.0,Converted to Lead,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,opp hangup,,No,No,Select,Mumbai,,,,,No,Yes,Modified
ed869468-e7b2-424e-b75d-016a9086620d,640630,API,Olark Chat,No,No,1,3.0,1228,1.5,SMS Sent,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Modified
64b66d37-900c-4384-86f1-46bb89899656,608409,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,300,3.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Thane & Outskirts,,,,,No,Yes,SMS Sent
9b698ac5-e844-4642-abfd-b63b184548a7,605006,Lead Add Form,Reference,No,No,1,,304,,,,Human Resource Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,,,,,No,No,Modified
479a8b1c-d410-4220-a24f-854a376be43d,579808,API,Organic Search,No,No,1,2.0,881,2.0,SMS Sent,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15.0,15.0,No,No,SMS Sent
6d32df9b-dba7-43f8-ba79-7428678c9a95,646645,Landing Page Submission,Direct Traffic,No,No,0,2.0,19,2.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Email Opened
8ff5b5b9-0fdf-4ad2-be34-e42fe333b86c,629592,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,,International Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,15.0,19.0,No,No,Modified
8a6a95f0-7d2a-49d3-ad93-c297f6e7755a,599453,API,Olark Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),,No,No,Select,Select,,,,,No,No,Email Link Clicked
bdf7f9a1-701e-4aa9-89c1-2d72afa5bb31,619292,API,Google,No,No,0,2.0,533,2.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Email Opened
cc62c3e2-3c23-446f-b4b4-2bacf6b68f6e,602217,API,Google,No,No,0,3.0,450,1.5,Email Opened,India,Select,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Select,,,,,No,No,Email Opened
0e54f038-3f4c-4b51-a30d-53a8aa8ec5d9,607501,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified
0047078f-6471-4731-a451-3eca132691d2,628499,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Link Clicked,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Select,02.Medium,01.High,15.0,17.0,No,No,Email Link Clicked
93bfbfd3-ba2f-4800-aa73-0fc7da4ec048,592518,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,01.High,02.Medium,16.0,15.0,No,No,SMS Sent
47620cf4-ca86-49b0-9a17-bf8c89c4155f,600616,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Select,,,,,No,No,Email Opened
223cd909-e4d7-4ede-bf39-f3f624286ab2,614107,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,,Operations Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,,,,,No,No,SMS Sent
d23ae8c1-7938-4a8b-b22f-459adf894488,605210,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,India,Business Administration,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,,,,,No,No,SMS Sent
a71729bb-0250-4fa4-af36-182a23a699b2,648999,API,Google,No,No,1,4.0,1394,4.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,02.Medium,15.0,16.0,No,No,Email Opened
aef73a82-145f-408e-8f50-9eee8924513d,589441,Landing Page Submission,Google,No,No,0,5.0,24,5.0,Email Opened,India,Marketing Management,Advertisements,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Opened
3ce2691c-5170-4c6b-8a41-fd55b088639f,611055,Landing Page Submission,Direct Traffic,No,No,0,3.0,1288,1.5,SMS Sent,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent
8d948929-bbc0-4fd8-b9a4-744112b31f70,606559,Landing Page Submission,Google,No,No,1,4.0,1659,4.0,Email Opened,India,Media and Advertising,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Other Leads,Thane & Outskirts,,,,,No,No,Email Opened
